Respondent_ID,Age_Group,Generation,Gender,Region,Income_Level,Urban_Rural,Trust_In_Brands,Price_Sensitivity,Quality_Over_Price,Sustainability_Important,Brand_Loyalty,Try_New_Products,Online_Shopping_Preference,Social_Media_Influence,Canadian_Made_Important,Feel_Good_Purchase,Monthly_Discretionary_Spend,Purchase_Frequency_QSR,Coffee_Shop_Visits_Week,Online_Purchases_Month,Survey_Date,Survey_Method,Response_Quality_Score
R00159,25-34,Millennials,Non-binary,Territories,$30k-$50k,Urban,5,5,4,3,5,4,2,3,5,3,$100-$250,Daily,0,4,2026-01-21,Email,0.62
R00160,65+,Boomers,Non-binary,Quebec,$100k-$150k,Rural,2,5,4,3,2,2,4,1,2,2,<$100,Rarely,2,13,2026-01-29,Mobile App,0.66
R00161,35-44,Millennials,Female,Quebec,$30k-$50k,Urban,2,4,5,4,4,4,4,3,3,3,<$100,2-3x/month,1,6,2026-01-17,Mobile App,0.81
R00162,55-64,Boomers,Male,Quebec,$50k-$75k,Suburban,3,4,4,2,5,3,2,1,5,4,$1000+,Monthly,3,15,2026-01-23,Online Panel,0.68
R00163,25-34,Millennials,Non-binary,Quebec,$75k-$100k,Suburban,4,3,5,3,2,2,4,3,4,5,$1000+,Rarely,7,5,2026-02-05,Mobile App,0.99
R00164,25-34,Millennials,Prefer not to say,Ontario,<$30k,Rural,4,4,2,4,4,3,4,3,4,3,$100-$250,Weekly,1,16,2026-01-15,Email,0.95
R00165,18-24,Gen Z,Non-binary,Alberta,$150k+,Rural,5,3,5,4,4,5,4,1,3,5,<$100,Rarely,0,18,2026-01-25,Mobile App,0.93
R00166,55-64,Boomers,Female,British Columbia,$150k+,Rural,5,4,2,2,2,3,2,1,3,5,$100-$250,Daily,1,5,2026-02-01,Online Panel,0.95
R00167,18-24,Gen Z,Non-binary,Alberta,$100k-$150k,Suburban,2,3,5,2,2,2,4,3,2,4,<$100,Rarely,2,3,2026-02-08,Email,0.76
R00168,45-54,Gen X,Female,Atlantic,$50k-$75k,Suburban,3,4,4,3,3,3,3,2,2,2,$250-$500,2-3x/week,4,10,2026-02-09,Email,0.65
R00169,55-64,Boomers,Female,Saskatchewan,$150k+,Suburban,3,4,4,2,2,2,2,3,2,5,$100-$250,Weekly,6,14,2026-01-20,Online Panel,0.75
R00170,35-44,Millennials,Female,Territories,<$30k,Suburban,2,3,2,2,2,5,2,3,4,5,$100-$250,Monthly,2,2,2026-02-02,Phone,0.87
R00171,25-34,Millennials,Female,Saskatchewan,$100k-$150k,Rural,3,3,3,4,3,2,4,3,4,2,$100-$250,2-3x/month,7,15,2026-02-08,Email,0.79
R00172,45-54,Gen X,Male,Quebec,$75k-$100k,Rural,2,4,2,3,2,5,3,1,3,5,$1000+,Weekly,6,11,2026-02-06,Phone,0.84
R00173,55-64,Boomers,Prefer not to say,Manitoba,$100k-$150k,Urban,5,4,4,2,3,3,2,1,3,5,$250-$500,2-3x/month,2,12,2026-01-20,Email,0.68
R00174,18-24,Gen Z,Prefer not to say,Ontario,$100k-$150k,Rural,4,5,2,4,5,4,2,3,5,4,$250-$500,Monthly,6,3,2026-01-20,Email,0.79
R00175,55-64,Boomers,Male,British Columbia,<$30k,Suburban,4,4,3,2,3,2,2,4,5,2,$500-$1000,2-3x/week,5,14,2026-01-13,Mobile App,0.82
R00176,55-64,Boomers,Prefer not to say,Ontario,<$30k,Urban,5,4,5,3,3,3,2,1,2,2,$500-$1000,Monthly,1,10,2026-02-03,Mobile App,0.87
R00177,35-44,Millennials,Non-binary,British Columbia,$75k-$100k,Rural,3,3,4,2,4,4,4,3,4,5,<$100,Monthly,1,9,2026-01-17,Phone,0.99
R00178,65+,Boomers,Non-binary,Territories,<$30k,Suburban,5,4,3,4,3,2,2,4,5,2,$100-$250,Rarely,6,12,2026-01-18,Online Panel,0.86
R00179,55-64,Boomers,Prefer not to say,Manitoba,$150k+,Rural,2,4,3,2,5,2,2,2,2,4,$100-$250,Rarely,7,9,2026-02-02,Phone,0.91
R00180,25-34,Millennials,Female,Ontario,$100k-$150k,Rural,2,4,4,2,5,3,4,4,4,5,$500-$1000,Rarely,6,9,2026-01-16,Mobile App,0.64
R00181,45-54,Gen X,Prefer not to say,Ontario,$150k+,Urban,5,4,3,3,2,4,3,2,3,2,<$100,2-3x/month,2,11,2026-02-08,Email,0.79
R00182,25-34,Millennials,Prefer not to say,Saskatchewan,$100k-$150k,Suburban,2,3,2,4,3,5,4,3,2,4,$250-$500,Weekly,3,6,2026-01-30,Phone,0.69
R00183,25-34,Millennials,Female,Manitoba,$100k-$150k,Suburban,3,3,2,4,2,3,2,2,5,4,$1000+,2-3x/week,1,2,2026-01-31,Phone,0.77
R00184,35-44,Millennials,Prefer not to say,Saskatchewan,$100k-$150k,Rural,4,3,2,4,4,5,4,4,3,4,$500-$1000,2-3x/month,1,5,2026-01-31,Email,0.96
R00185,25-34,Millennials,Non-binary,Ontario,$50k-$75k,Rural,2,4,5,4,5,2,4,3,2,5,$250-$500,2-3x/week,0,7,2026-02-09,Mobile App,0.69
R00186,55-64,Boomers,Non-binary,Manitoba,$30k-$50k,Urban,2,4,4,2,5,2,2,1,5,3,$500-$1000,Monthly,4,11,2026-01-14,Mobile App,0.86
R00187,65+,Boomers,Female,Ontario,<$30k,Suburban,5,4,3,2,5,3,2,3,3,5,$1000+,Monthly,1,2,2026-01-19,Mobile App,0.87
R00188,45-54,Gen X,Prefer not to say,Territories,$150k+,Urban,4,4,5,3,3,2,4,2,4,3,$500-$1000,Daily,7,11,2026-01-15,Mobile App,0.98
R00189,55-64,Boomers,Male,British Columbia,$75k-$100k,Urban,2,4,2,4,4,2,2,1,4,5,$100-$250,2-3x/week,5,15,2026-01-29,Email,0.74
R00190,18-24,Gen Z,Male,Manitoba,$100k-$150k,Rural,5,5,5,4,3,2,4,3,5,4,$1000+,Monthly,3,7,2026-01-17,Phone,0.82
R00191,25-34,Millennials,Prefer not to say,Manitoba,$30k-$50k,Urban,2,3,3,4,2,5,4,3,3,3,$100-$250,Daily,7,6,2026-02-09,Email,0.84
R00192,35-44,Millennials,Female,British Columbia,$100k-$150k,Rural,5,3,3,4,5,3,4,1,3,5,<$100,Rarely,6,17,2026-01-28,Online Panel,0.74
R00193,25-34,Millennials,Female,Territories,$50k-$75k,Urban,2,4,4,2,2,2,4,3,4,5,$100-$250,Weekly,3,17,2026-01-18,Email,0.66
R00194,55-64,Boomers,Male,Manitoba,$150k+,Suburban,3,4,4,4,3,5,2,4,3,5,<$100,2-3x/month,1,5,2026-01-23,Email,0.85
R00195,65+,Boomers,Male,Manitoba,$50k-$75k,Rural,3,4,3,2,3,3,2,1,4,5,$500-$1000,Monthly,5,8,2026-01-26,Email,0.76
R00196,45-54,Gen X,Prefer not to say,Alberta,$30k-$50k,Rural,3,4,4,3,3,4,3,2,3,5,$100-$250,Rarely,7,9,2026-01-16,Email,0.83
R00197,18-24,Gen Z,Male,Ontario,$100k-$150k,Rural,2,4,2,4,5,4,3,3,2,3,$1000+,2-3x/month,3,2,2026-02-07,Online Panel,0.76
R00198,65+,Boomers,Female,Territories,<$30k,Rural,2,4,2,2,3,5,2,1,3,5,<$100,Monthly,6,3,2026-01-28,Online Panel,0.82
R00199,55-64,Boomers,Prefer not to say,Manitoba,$150k+,Urban,5,4,5,2,5,5,2,1,2,4,$500-$1000,Daily,1,5,2026-01-12,Phone,0.61
R00200,35-44,Millennials,Male,Ontario,<$30k,Suburban,3,5,4,4,4,4,4,3,2,4,$100-$250,Rarely,1,1,2026-01-11,Phone,1.0
R00201,35-44,Millennials,Prefer not to say,Territories,$75k-$100k,Suburban,2,5,5,4,4,2,4,3,4,2,$250-$500,Weekly,4,8,2026-01-13,Online Panel,0.72
R00202,25-34,Millennials,Prefer not to say,British Columbia,$150k+,Urban,4,3,4,4,5,5,4,3,5,2,$500-$1000,Rarely,3,6,2026-02-02,Phone,0.93
R00203,55-64,Boomers,Prefer not to say,Alberta,$30k-$50k,Suburban,4,4,5,2,5,5,2,1,5,3,$100-$250,Daily,6,4,2026-01-21,Online Panel,0.76
R00204,65+,Boomers,Prefer not to say,Ontario,$30k-$50k,Urban,5,3,4,2,4,4,2,1,5,3,$1000+,Daily,4,4,2026-01-11,Mobile App,0.7
R00205,65+,Boomers,Male,Atlantic,$75k-$100k,Urban,3,4,4,2,2,3,2,2,4,2,$100-$250,Weekly,6,6,2026-02-05,Mobile App,0.69
R00206,65+,Boomers,Non-binary,Saskatchewan,$30k-$50k,Suburban,2,4,3,2,3,2,2,1,2,2,$100-$250,Weekly,4,12,2026-02-06,Online Panel,0.75
R00207,55-64,Boomers,Female,Atlantic,$100k-$150k,Suburban,2,5,4,2,5,5,2,3,2,3,$500-$1000,Monthly,1,19,2026-01-25,Email,0.89
R00208,65+,Boomers,Prefer not to say,Atlantic,$30k-$50k,Suburban,5,4,4,2,2,2,2,1,5,2,$100-$250,Weekly,4,9,2026-01-28,Mobile App,0.65
R00209,45-54,Gen X,Male,Atlantic,$75k-$100k,Rural,5,4,2,2,2,2,3,4,5,2,<$100,Daily,1,17,2026-01-15,Phone,0.7
R00210,35-44,Millennials,Male,Alberta,<$30k,Suburban,5,3,2,4,5,4,4,2,5,4,<$100,Monthly,6,16,2026-01-13,Mobile App,0.78
R00211,45-54,Gen X,Female,Saskatchewan,$50k-$75k,Urban,2,5,2,2,4,2,3,2,5,2,<$100,2-3x/month,6,10,2026-02-09,Mobile App,0.63
R00212,65+,Boomers,Female,Atlantic,$30k-$50k,Rural,5,4,4,2,2,5,2,1,2,5,$100-$250,Weekly,6,13,2026-02-06,Email,0.74
R00213,35-44,Millennials,Prefer not to say,Territories,<$30k,Rural,4,3,4,4,4,4,4,4,4,4,$100-$250,2-3x/month,4,4,2026-01-11,Online Panel,0.93
R00214,55-64,Boomers,Female,British Columbia,<$30k,Suburban,5,4,5,2,3,3,2,3,5,5,$500-$1000,2-3x/week,0,7,2026-02-02,Email,0.85
R00215,25-34,Millennials,Prefer not to say,Alberta,$75k-$100k,Rural,3,3,4,4,3,4,2,3,5,3,$500-$1000,Rarely,5,8,2026-02-01,Phone,0.98
R00216,45-54,Gen X,Female,Saskatchewan,$30k-$50k,Urban,4,4,3,3,4,3,3,2,3,2,$500-$1000,Rarely,3,7,2026-02-08,Online Panel,0.84
R00217,55-64,Boomers,Male,Quebec,$150k+,Urban,2,4,5,2,4,5,2,4,5,5,$100-$250,Rarely,2,9,2026-01-26,Mobile App,0.64
R00218,18-24,Gen Z,Female,Territories,$50k-$75k,Urban,3,3,4,4,2,2,4,3,5,4,$500-$1000,2-3x/month,1,17,2026-01-19,Online Panel,0.71
R00219,18-24,Gen Z,Prefer not to say,Ontario,<$30k,Rural,5,3,2,4,5,5,4,3,3,2,$1000+,Rarely,2,6,2026-01-24,Phone,0.7
R00220,25-34,Millennials,Male,Quebec,$100k-$150k,Urban,4,4,2,4,2,3,2,2,5,3,$500-$1000,2-3x/month,7,10,2026-01-19,Online Panel,0.9
R00221,35-44,Millennials,Prefer not to say,Territories,$100k-$150k,Urban,2,3,3,2,2,3,4,3,3,2,$1000+,Rarely,6,19,2026-01-14,Online Panel,0.99
R00222,18-24,Gen Z,Prefer not to say,Atlantic,$75k-$100k,Rural,4,3,4,4,4,5,4,4,2,3,$250-$500,2-3x/month,4,0,2026-01-17,Email,0.84
R00223,55-64,Boomers,Male,Ontario,$30k-$50k,Urban,3,4,4,2,4,2,2,2,4,5,<$100,Daily,7,4,2026-01-26,Email,0.66
R00224,55-64,Boomers,Male,British Columbia,$50k-$75k,Urban,3,4,5,2,5,2,2,1,5,2,$250-$500,2-3x/month,0,3,2026-02-02,Online Panel,0.68
R00225,35-44,Millennials,Female,Alberta,$100k-$150k,Suburban,5,3,3,4,3,4,4,3,2,3,$1000+,Rarely,7,13,2026-02-03,Online Panel,0.85
R00226,55-64,Boomers,Non-binary,Ontario,<$30k,Suburban,3,3,5,2,2,5,2,1,5,3,$100-$250,Monthly,1,11,2026-01-24,Phone,0.6
R00227,35-44,Millennials,Male,Manitoba,$75k-$100k,Suburban,2,4,2,4,2,5,4,3,5,4,$250-$500,Monthly,4,3,2026-01-26,Phone,0.78
R00228,18-24,Gen Z,Non-binary,Alberta,$150k+,Urban,5,4,5,3,4,3,4,3,2,3,$1000+,Rarely,5,7,2026-02-03,Phone,0.6
R00229,35-44,Millennials,Non-binary,Quebec,<$30k,Urban,3,3,3,4,5,5,4,1,2,5,<$100,Daily,6,6,2026-02-06,Mobile App,0.8
R00230,45-54,Gen X,Prefer not to say,Atlantic,<$30k,Urban,4,3,5,3,3,4,3,2,5,5,$100-$250,2-3x/month,5,17,2026-01-22,Online Panel,0.71
R00231,35-44,Millennials,Prefer not to say,Atlantic,<$30k,Rural,5,3,4,4,2,4,4,3,3,4,$1000+,2-3x/week,3,5,2026-01-20,Phone,0.92
R00232,25-34,Millennials,Female,Manitoba,$50k-$75k,Suburban,5,3,4,2,5,3,4,3,4,2,<$100,2-3x/month,1,19,2026-01-24,Online Panel,0.84
R00233,35-44,Millennials,Non-binary,Alberta,$150k+,Rural,4,3,4,4,4,2,4,4,3,2,<$100,Daily,0,5,2026-02-06,Phone,0.8
R00234,35-44,Millennials,Prefer not to say,Saskatchewan,$75k-$100k,Suburban,4,3,4,4,4,3,4,3,4,3,$500-$1000,Weekly,2,6,2026-02-01,Email,0.98
R00235,55-64,Boomers,Female,Territories,$50k-$75k,Urban,2,4,2,2,5,2,3,1,3,4,$1000+,2-3x/month,2,16,2026-01-11,Mobile App,0.93
R00236,35-44,Millennials,Prefer not to say,Manitoba,$75k-$100k,Suburban,2,4,2,4,4,2,4,3,4,2,$250-$500,Rarely,1,2,2026-01-27,Online Panel,0.69
R00237,65+,Boomers,Prefer not to say,Alberta,$75k-$100k,Suburban,2,4,2,2,5,2,2,1,2,3,$1000+,Rarely,3,5,2026-01-15,Phone,0.63
R00238,25-34,Millennials,Non-binary,Alberta,$50k-$75k,Rural,4,5,3,4,4,2,4,3,5,2,$500-$1000,Monthly,5,8,2026-01-19,Phone,0.69
R00239,55-64,Boomers,Prefer not to say,Atlantic,$100k-$150k,Urban,5,4,5,2,4,5,2,1,5,2,$500-$1000,Rarely,4,11,2026-01-31,Online Panel,0.71
R00240,18-24,Gen Z,Female,Saskatchewan,$30k-$50k,Rural,5,3,4,4,4,4,4,3,5,3,$100-$250,Weekly,7,15,2026-01-19,Phone,0.77
R00241,18-24,Gen Z,Male,Quebec,$50k-$75k,Urban,2,3,2,4,3,5,4,3,2,2,$500-$1000,2-3x/month,7,10,2026-01-21,Email,0.85
R00242,45-54,Gen X,Prefer not to say,British Columbia,$50k-$75k,Urban,4,4,2,2,5,3,3,1,4,4,$100-$250,Rarely,7,10,2026-01-21,Mobile App,0.65
R00243,35-44,Millennials,Non-binary,Saskatchewan,$75k-$100k,Urban,5,3,4,2,3,3,3,3,2,2,$100-$250,2-3x/month,4,17,2026-02-05,Email,0.86
R00244,18-24,Gen Z,Non-binary,Ontario,$150k+,Urban,3,3,5,2,4,4,2,3,2,5,$500-$1000,Rarely,0,8,2026-02-09,Mobile App,0.66
R00245,55-64,Boomers,Female,British Columbia,$50k-$75k,Rural,5,4,4,2,3,2,2,1,4,3,<$100,2-3x/week,0,1,2026-01-13,Phone,0.89
R00246,45-54,Gen X,Male,Alberta,$75k-$100k,Rural,2,4,4,3,2,2,3,2,3,3,$100-$250,Rarely,0,9,2026-01-20,Online Panel,0.66
R00247,55-64,Boomers,Male,British Columbia,$50k-$75k,Suburban,3,3,3,3,3,5,2,1,5,4,$1000+,Rarely,6,11,2026-01-17,Email,0.91
R00248,55-64,Boomers,Prefer not to say,Atlantic,$100k-$150k,Urban,3,4,5,2,4,3,2,1,4,5,$250-$500,Rarely,6,16,2026-02-03,Email,0.95
R00249,55-64,Boomers,Male,British Columbia,$50k-$75k,Urban,3,5,5,3,5,3,2,3,5,5,$1000+,2-3x/month,6,19,2026-01-13,Phone,0.7
R00250,55-64,Boomers,Female,Atlantic,$75k-$100k,Urban,2,4,2,2,5,3,2,1,5,3,<$100,2-3x/week,6,1,2026-01-16,Mobile App,0.64
R00251,45-54,Gen X,Non-binary,British Columbia,$30k-$50k,Suburban,4,4,5,3,5,2,3,2,3,5,$250-$500,2-3x/month,5,6,2026-01-21,Mobile App,0.78
R00252,25-34,Millennials,Prefer not to say,Territories,$75k-$100k,Rural,4,3,3,4,4,4,4,1,4,4,$500-$1000,Monthly,1,7,2026-01-17,Online Panel,0.74
R00253,25-34,Millennials,Non-binary,Ontario,$50k-$75k,Urban,2,3,5,2,2,5,4,3,4,2,$100-$250,2-3x/month,1,19,2026-02-04,Online Panel,0.92
R00254,55-64,Boomers,Male,Manitoba,$100k-$150k,Suburban,4,4,5,2,4,2,2,1,4,4,$100-$250,2-3x/week,2,7,2026-02-04,Phone,0.66
R00255,18-24,Gen Z,Female,Manitoba,<$30k,Suburban,2,5,5,4,5,2,4,3,2,5,$250-$500,Daily,7,8,2026-01-29,Mobile App,0.9
R00256,25-34,Millennials,Non-binary,Atlantic,$30k-$50k,Rural,4,3,4,2,4,2,2,2,2,3,$500-$1000,Weekly,3,5,2026-01-15,Email,0.77
R00257,55-64,Boomers,Female,Saskatchewan,$150k+,Suburban,4,5,2,2,4,2,2,1,5,2,$500-$1000,Rarely,1,4,2026-02-07,Online Panel,0.67
R00258,25-34,Millennials,Prefer not to say,Ontario,$50k-$75k,Rural,2,3,5,4,3,3,3,3,4,5,$500-$1000,2-3x/week,0,10,2026-02-08,Phone,0.93
R00259,45-54,Gen X,Female,Manitoba,$150k+,Suburban,5,4,2,2,5,3,3,2,3,4,$500-$1000,2-3x/month,3,15,2026-01-20,Email,0.65
R00260,65+,Boomers,Non-binary,Territories,$75k-$100k,Suburban,3,4,3,2,2,2,2,3,5,3,<$100,2-3x/month,2,14,2026-01-23,Email,0.9
R00261,18-24,Gen Z,Prefer not to say,Alberta,$75k-$100k,Urban,2,3,4,3,2,2,4,3,3,4,$250-$500,2-3x/week,2,0,2026-01-21,Phone,0.9
R00262,35-44,Millennials,Male,Ontario,<$30k,Rural,3,3,3,4,4,5,4,3,4,3,<$100,2-3x/month,3,0,2026-02-02,Phone,0.63
R00263,18-24,Gen Z,Prefer not to say,Alberta,$150k+,Urban,5,3,4,4,5,3,4,3,2,4,$1000+,Daily,2,13,2026-01-21,Email,0.98
R00264,35-44,Millennials,Male,Saskatchewan,$150k+,Rural,5,3,4,2,4,5,4,3,2,4,$100-$250,2-3x/week,2,0,2026-02-04,Phone,0.87
R00265,65+,Boomers,Male,Quebec,<$30k,Urban,4,4,4,4,3,5,3,1,3,3,$500-$1000,Daily,4,7,2026-01-11,Online Panel,0.75
R00266,65+,Boomers,Non-binary,Quebec,$75k-$100k,Rural,3,5,3,4,5,2,2,1,2,5,$100-$250,Daily,5,15,2026-01-16,Online Panel,0.72
R00267,35-44,Millennials,Non-binary,Manitoba,$30k-$50k,Suburban,4,3,4,4,3,4,2,3,5,5,$1000+,2-3x/week,6,13,2026-02-01,Online Panel,0.72
R00268,55-64,Boomers,Male,British Columbia,$75k-$100k,Suburban,4,4,2,2,5,4,4,1,5,3,$1000+,Rarely,4,3,2026-02-02,Phone,0.71
R00269,25-34,Millennials,Male,Quebec,$30k-$50k,Urban,2,3,5,2,5,5,4,1,3,4,$1000+,2-3x/week,2,8,2026-01-14,Mobile App,0.89
R00270,35-44,Millennials,Male,Alberta,$100k-$150k,Rural,2,3,5,4,4,5,4,3,5,5,$100-$250,Rarely,0,13,2026-01-19,Email,0.96
R00271,25-34,Millennials,Female,Atlantic,$50k-$75k,Rural,4,5,4,4,5,2,4,3,3,2,$500-$1000,Daily,2,10,2026-01-27,Mobile App,0.94
R00272,45-54,Gen X,Male,Ontario,$50k-$75k,Suburban,4,3,2,3,5,5,3,1,4,5,<$100,Rarely,4,8,2026-01-12,Mobile App,0.61
R00273,45-54,Gen X,Male,Ontario,$100k-$150k,Urban,4,3,3,2,5,2,3,2,4,4,$500-$1000,2-3x/month,5,11,2026-01-27,Email,0.91
R00274,65+,Boomers,Prefer not to say,Atlantic,$150k+,Suburban,2,5,3,2,5,2,2,2,5,2,$250-$500,Weekly,5,19,2026-01-16,Online Panel,0.88
R00275,55-64,Boomers,Female,British Columbia,$100k-$150k,Suburban,5,4,4,2,4,5,2,1,5,5,$500-$1000,Daily,4,2,2026-01-19,Email,0.71
R00276,65+,Boomers,Prefer not to say,Alberta,<$30k,Urban,5,4,4,2,4,2,2,1,2,5,<$100,Weekly,1,16,2026-01-12,Mobile App,0.79
R00277,18-24,Gen Z,Male,British Columbia,$150k+,Urban,3,5,5,4,4,5,4,3,3,2,<$100,Rarely,4,12,2026-01-24,Email,0.85
R00278,25-34,Millennials,Non-binary,British Columbia,$150k+,Suburban,3,3,4,2,5,5,4,1,2,2,<$100,2-3x/month,5,16,2026-01-11,Email,0.93
R00279,55-64,Boomers,Male,Manitoba,$150k+,Rural,5,4,5,2,2,3,2,3,2,2,<$100,Monthly,7,9,2026-01-30,Mobile App,0.62
R00280,35-44,Millennials,Female,Manitoba,<$30k,Rural,2,3,2,2,2,2,4,1,5,2,$250-$500,Daily,2,6,2026-01-18,Mobile App,0.95
R00281,18-24,Gen Z,Prefer not to say,Saskatchewan,$75k-$100k,Urban,2,5,3,4,4,4,2,3,4,3,$1000+,Rarely,0,7,2026-01-29,Phone,0.89
R00282,25-34,Millennials,Non-binary,Alberta,$75k-$100k,Rural,5,3,5,4,2,2,4,1,5,2,<$100,Rarely,4,6,2026-01-13,Online Panel,0.93
R00283,25-34,Millennials,Female,Ontario,$75k-$100k,Urban,5,3,2,4,4,3,4,3,3,2,<$100,Daily,6,19,2026-01-23,Phone,0.7
R00284,18-24,Gen Z,Non-binary,Alberta,$50k-$75k,Rural,5,3,3,4,2,4,3,1,4,4,$500-$1000,2-3x/month,7,19,2026-01-24,Mobile App,0.63
R00285,65+,Boomers,Female,British Columbia,<$30k,Suburban,3,5,4,2,2,4,2,1,3,4,$1000+,Daily,0,9,2026-02-08,Email,0.96
R00286,18-24,Gen Z,Prefer not to say,Manitoba,<$30k,Urban,2,3,3,3,3,4,4,2,2,2,$500-$1000,2-3x/week,2,19,2026-02-04,Email,0.65
R00287,18-24,Gen Z,Male,Alberta,$100k-$150k,Suburban,3,3,2,3,4,5,4,2,5,3,<$100,Daily,0,11,2026-02-07,Mobile App,0.78
R00288,65+,Boomers,Prefer not to say,Quebec,$100k-$150k,Rural,4,3,4,2,3,2,2,2,2,4,<$100,Weekly,6,5,2026-01-13,Phone,0.75
R00289,65+,Boomers,Non-binary,Saskatchewan,$75k-$100k,Suburban,4,4,5,2,4,2,4,1,2,2,$100-$250,Daily,5,11,2026-02-08,Mobile App,0.75
R00290,18-24,Gen Z,Female,Territories,$75k-$100k,Suburban,4,3,5,4,5,4,4,1,4,4,$250-$500,Weekly,7,3,2026-01-13,Phone,0.88
R00291,35-44,Millennials,Male,Quebec,$30k-$50k,Rural,4,3,3,4,5,5,4,1,4,5,$1000+,Weekly,7,0,2026-02-09,Mobile App,0.98
R00292,18-24,Gen Z,Female,Saskatchewan,$75k-$100k,Rural,4,3,3,3,5,4,4,3,4,4,$250-$500,2-3x/month,5,10,2026-01-24,Phone,0.64
R00293,55-64,Boomers,Female,Quebec,$75k-$100k,Urban,5,4,2,3,5,5,3,1,2,4,$500-$1000,2-3x/week,0,12,2026-01-23,Mobile App,0.79
R00294,25-34,Millennials,Prefer not to say,Saskatchewan,$150k+,Rural,5,3,5,4,4,4,4,3,2,5,$100-$250,Daily,2,13,2026-01-19,Online Panel,0.97
R00295,18-24,Gen Z,Female,Territories,$30k-$50k,Urban,4,3,3,4,4,3,4,2,4,2,$1000+,2-3x/month,5,9,2026-02-05,Online Panel,0.93
R00296,25-34,Millennials,Prefer not to say,Atlantic,$75k-$100k,Urban,2,3,3,4,5,2,4,3,4,4,$500-$1000,Weekly,1,8,2026-01-24,Email,0.64
R00297,45-54,Gen X,Female,Ontario,$100k-$150k,Rural,4,4,4,3,3,5,3,2,2,2,$500-$1000,2-3x/month,4,4,2026-02-01,Online Panel,0.82
R00298,18-24,Gen Z,Non-binary,Atlantic,$30k-$50k,Suburban,3,3,3,4,2,4,4,3,4,4,$250-$500,Monthly,1,1,2026-01-28,Online Panel,0.68
R00299,45-54,Gen X,Non-binary,Territories,$100k-$150k,Suburban,2,4,2,3,3,4,3,4,2,5,$250-$500,Daily,6,3,2026-01-22,Email,0.67
R00300,55-64,Boomers,Female,Ontario,$50k-$75k,Urban,4,4,5,2,2,4,2,1,2,4,$100-$250,2-3x/week,2,3,2026-01-22,Mobile App,0.91
R00301,18-24,Gen Z,Female,Alberta,$50k-$75k,Rural,4,3,5,4,3,5,3,3,2,5,$100-$250,2-3x/week,2,4,2026-02-03,Phone,0.76
R00302,35-44,Millennials,Female,British Columbia,$30k-$50k,Rural,5,3,2,4,2,2,4,3,5,3,$250-$500,Rarely,6,1,2026-01-30,Email,0.74
R00303,55-64,Boomers,Female,Alberta,$75k-$100k,Rural,4,4,5,2,3,2,3,3,4,5,$1000+,2-3x/week,0,19,2026-02-01,Online Panel,0.95
R00304,55-64,Boomers,Prefer not to say,Ontario,$50k-$75k,Rural,5,4,2,4,4,3,2,1,5,5,$500-$1000,Weekly,3,5,2026-01-18,Online Panel,0.75
R00305,18-24,Gen Z,Female,British Columbia,<$30k,Rural,3,3,4,4,2,3,4,3,5,4,$250-$500,2-3x/month,2,18,2026-01-23,Online Panel,0.89
R00306,35-44,Millennials,Non-binary,Saskatchewan,$30k-$50k,Urban,2,3,3,4,4,3,4,3,5,4,$500-$1000,Weekly,6,12,2026-02-07,Mobile App,0.68
R00307,65+,Boomers,Non-binary,Alberta,$150k+,Rural,2,4,5,2,2,2,2,1,2,5,$250-$500,2-3x/week,6,5,2026-02-07,Online Panel,0.78
R00308,65+,Boomers,Prefer not to say,Ontario,$30k-$50k,Rural,2,4,4,2,3,2,2,1,4,4,$100-$250,Daily,7,10,2026-02-07,Phone,0.88
R00309,25-34,Millennials,Non-binary,Quebec,$30k-$50k,Suburban,3,3,5,3,2,5,4,4,3,2,$250-$500,Rarely,7,14,2026-02-07,Email,1.0
R00310,45-54,Gen X,Male,Manitoba,$30k-$50k,Urban,5,4,3,2,5,4,3,2,3,4,$250-$500,Daily,0,3,2026-01-16,Phone,0.85
R00311,45-54,Gen X,Prefer not to say,British Columbia,$75k-$100k,Suburban,4,4,2,2,5,5,3,2,2,5,<$100,Monthly,6,0,2026-02-06,Mobile App,0.88
R00312,25-34,Millennials,Prefer not to say,Quebec,<$30k,Suburban,4,5,2,3,3,3,3,3,3,4,$250-$500,2-3x/month,7,2,2026-01-27,Mobile App,0.92
R00313,65+,Boomers,Male,Quebec,$50k-$75k,Rural,2,4,5,2,3,2,2,1,2,4,$250-$500,Rarely,5,15,2026-02-08,Mobile App,0.63
R00314,55-64,Boomers,Prefer not to say,British Columbia,<$30k,Urban,4,4,3,2,3,5,2,1,5,3,$500-$1000,Rarely,1,1,2026-01-15,Email,0.76
R00315,65+,Boomers,Non-binary,Manitoba,$30k-$50k,Urban,4,5,5,2,3,4,2,3,5,4,$250-$500,Weekly,5,6,2026-01-20,Online Panel,0.94
R00316,45-54,Gen X,Male,Manitoba,$150k+,Rural,2,4,2,3,2,2,2,3,2,4,<$100,Weekly,0,16,2026-01-18,Online Panel,0.8
R00317,45-54,Gen X,Male,Manitoba,$75k-$100k,Suburban,3,4,3,3,3,5,3,2,5,5,$100-$250,2-3x/week,5,17,2026-01-13,Email,0.69
R00318,45-54,Gen X,Non-binary,British Columbia,$75k-$100k,Urban,2,5,3,3,3,4,2,3,4,5,$100-$250,Daily,3,13,2026-02-08,Mobile App,0.65
